id,label,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31,col32,col33,col34,col35,col36,col37,col38,col39,col40,col41,col42,col43,col44,col45,col46,col47,col48,col49,col50,col51,col52,col53,col54,col55,col56,col57,col58,col59,col60,col61,col62,col63,col64,col65,col66,col67,col68,col69,col70,col71,col72,col73,col74,col75,col76,col77,col78,col79,col80,col81,col82,col83,col84,col85,col86,col87,col88,col89,col90,col91,col92,col93,col94,col95,col96,col97,col98,col99,col100,col101,col102,col103,col104,col105,col106,col107,col108,col109,col110,col111,col112,col113,col114,col115,col116,col117,col118,col119,col120,col121,col122,col123,col124,col125,col126,col127,col128,col129,col130,col131,col132,col133,col134,col135,col136,col137,col138,col139,col140,col141,col142,col143,col144,col145
F21,0,1,1,0.74,1,1,1,1,1,1,0.33,1,0.16,1,1,1,0.45,1,1,1,0.46,1,0.83,1,0.58,1,1,1,1,1,0.64,1,0.56,0.56,0.68,1,1,1,1,1,0.55,1,1,0.54,1,0.66,1,0.44,1,0.52,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.26,0.4,1,1,1,1,0.48,1,1,1,1,1,1,1,0.32,1,0,1,1,0.23,1,1,0.33,1,1,1,0.85,1,1,1,1,1,1,1,1,1,0.6,1,1,1,0.57,0.84,0.64,1,1,1,0.82,1,1,1,0.49,1,0.6,0.48,0.4,0.36,0.5,0.61,0.71,0.42,0.48,0.38,0.43,1,1,1,0.44,0.59,0.53,0.44,1,0.63,0.52,1,1,0.2,0.64,0.45,0.59,0.28,0.55
F22,0,1,1,0.47,1,1,1,1,1,1,0.33,1,0.13,1,1,1,0.33,1,1,1,0.48,1,0.58,1,0.56,1,1,1,1,1,0.38,1,0.51,0.51,0.71,1,1,1,1,1,0.66,1,1,0.48,1,0.39,1,0.28,1,0.45,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.21,0.3,1,1,1,1,0.27,1,1,1,1,1,1,1,0.93,1,0.19,1,1,0,1,1,0.48,1,1,1,0.63,1,1,1,1,1,1,1,1,1,0.41,1,1,0.79,0.44,0.42,0.69,1,1,1,0.42,1,0.68,1,0.57,1,0.48,0.64,0.37,0.35,0.41,0.48,0.41,0.29,0.2,0.49,0.34,0.61,1,1,0.66,0.33,0.26,0.32,0.69,0.43,0.43,1,0.52,0.33,0.4,0.35,0.4,0.54,0.44
F23,0,1,1,0.34,1,1,1,1,1,1,0.34,1,0.17,1,1,1,0.6,1,1,1,0.33,1,0.45,1,0.35,1,1,1,1,1,0.42,1,0.23,0.23,0.36,1,1,1,1,1,0.34,1,1,0.62,1,0.35,1,0.31,1,0.36,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3,0.32,1,1,1,1,0.34,1,1,1,1,1,1,1,0.34,1,0.25,1,1,0.45,1,1,0,1,1,1,0.5,1,1,1,1,1,1,1,1,1,0.38,1,1,0.45,0.31,0.52,0.59,1,1,1,0.32,1,0.35,1,0.29,1,0.29,0.35,0.44,0.26,0.54,0.36,0.37,0.37,0.31,0.4,0.29,0.54,1,1,0.23,0.49,0.29,0.36,0.24,0.29,0.28,1,0.52,0.34,0.36,0.25,0.33,0.29,0.34
F24,0,1,1,0.4,1,1,1,1,1,1,0.36,1,0.17,1,1,1,0.42,1,1,1,0.34,1,0.36,1,0.63,1,1,1,1,1,0.49,1,0.44,0.44,0.6,1,1,1,1,1,0.42,1,1,0.52,1,0.48,1,0.36,1,0.33,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.29,0.32,1,1,1,1,0.18,1,1,1,1,1,1,1,0.45,1,0.45,1,1,0.41,1,1,0.35,1,1,1,0,1,1,1,1,1,1,1,1,1,0.33,1,1,0.4,0.29,0.4,0.49,1,1,1,0.31,1,0.42,1,0.36,1,0.42,0.35,0.48,0.2,0.26,0.35,0.32,0.25,0.26,0.25,0.23,0.55,1,1,0.23,0.25,0.2,0.15,0.26,0.22,0.27,1,0.44,0.29,0.28,0.24,0.24,0.3,0.25
T1,1,1,1,0.49,1,1,1,1,1,1,1,1,0.35,1,1,1,0.75,1,1,1,1,1,0.99,1,0.66,1,1,1,1,1,0.6,1,1,1,0.81,1,1,1,1,1,0.82,1,1,0.99,1,0.82,1,0.55,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.94,1,1,1,1,1,1,1,1,1,1,1,1,0.85,1,0.93,1,1,0.8,1,1,0.79,1,1,1,0.99,1,1,1,1,1,1,1,1,1,0,1,1,0.92,0.27,0.53,0.7,1,1,1,0.94,1,0.9,1,0.73,1,0.81,0.82,0.7,1,1,0.71,0.86,1,1,0.77,1,0.51,1,1,1,1,1,0.26,0.37,0.36,0.89,1,0.91,0.38,0.87,0.76,0.87,0.42,0.54
T2,1,1,1,0.55,1,1,1,1,1,1,0.8,1,0.36,1,1,1,0.46,1,1,1,0.46,1,0.69,1,0.38,1,1,1,1,1,1,1,0.31,0.31,1,1,1,1,1,1,0.49,1,1,0.4,1,0.71,1,0.55,1,0.55,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.46,0.74,1,1,1,1,0.47,1,1,1,1,1,1,1,0.57,1,0.95,1,1,0.95,1,1,0.58,1,1,1,0.73,1,1,1,1,1,1,1,1,1,0.56,1,1,0,0.27,0.31,0.28,1,1,1,0.37,1,0.48,1,0.43,1,0.48,0.25,0.42,0.17,0.44,0.37,0.63,0.35,0.5,0.39,0.25,0.24,1,1,0.27,0.28,0.41,0.17,0.39,0.29,0.37,1,0.53,0.41,0.42,0.33,0.42,0.29,0.55
T3,1,1,1,0.24,1,1,1,1,1,1,0.58,1,0.27,1,1,1,0.95,1,1,1,0.32,1,0.68,1,0.78,1,1,1,1,1,0.81,1,0.49,0.49,0.9,1,1,1,1,1,0.36,1,1,1,1,0.56,1,0.61,1,0.35,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.32,0.64,1,1,1,1,0.45,1,1,1,1,1,1,1,0.48,1,0.67,1,1,0.65,1,1,0.49,1,1,1,0.65,1,1,1,1,1,1,1,1,1,0.2,1,1,0.33,0,0.27,0.48,1,1,1,0.31,1,0.42,1,0.31,1,0.53,0.35,0.33,0.18,0.35,0.28,0.37,0.21,0.21,0.34,0.31,0.29,1,1,0.22,0.32,0.28,0.21,0.43,0.18,0.19,1,0.49,0.16,0.19,0.25,0.23,0.27,0.48
T4,1,1,1,0.59,1,1,1,1,1,1,0.36,1,0.44,1,1,1,0.59,1,1,1,0.44,1,0.58,1,0.6,1,1,1,1,1,0.43,1,0.5,0.51,0.85,1,1,1,1,1,0.32,1,1,0.35,1,0.58,1,0.65,1,0.55,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.39,0.78,1,1,1,1,0.55,1,1,1,1,1,1,1,0.66,1,0.77,1,1,0.47,1,1,0.63,1,1,1,0.69,1,1,1,1,1,1,1,1,1,0.31,1,1,0.3,0.21,0,0.55,1,1,1,0.37,1,0.34,1,0.27,1,0.34,0.29,0.56,0.19,0.24,0.21,0.41,0.23,0.22,0.26,0.39,0.5,1,1,0.22,0.17,0.17,0.09,0.27,0.23,0.15,1,0.46,0.29,0.23,0.27,0.26,0.22,0.48
T5,1,1,1,0.3,1,1,1,1,1,1,0.56,1,0.19,1,1,1,0.51,1,1,1,0.33,1,0.27,1,0.37,1,1,1,1,1,0.57,1,0.3,0.3,0.62,1,1,1,1,1,0.27,1,1,0.46,1,0.42,1,0.32,1,0.28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.22,0.45,1,1,1,1,0.5,1,1,1,1,1,1,1,0.53,1,0.4,1,1,0.54,1,1,0.5,1,1,1,0.59,1,1,1,1,1,1,1,1,1,0.28,1,1,0.19,0.26,0.38,0,1,1,1,0.33,1,0.42,1,0.23,1,0.36,0.28,0.31,0.19,0.45,0.39,0.41,0.28,0.32,0.4,0.22,0.3,1,1,0.22,0.26,0.31,0.24,0.33,0.26,0.31,1,0.43,0.31,0.35,0.31,0.34,0.31,0.45
T6,1,1,1,0.39,1,1,1,1,1,1,0.31,1,0.19,1,1,1,0.61,1,1,1,0.3,1,0.44,1,0.38,1,1,1,1,1,0.37,1,0.3,0.31,0.44,1,1,1,1,1,0.25,1,1,0.4,1,0.41,1,0.47,1,0.34,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.41,0.37,1,1,1,1,0.4,1,1,1,1,1,1,1,0.42,1,0.61,1,1,0.4,1,1,0.32,1,1,1,0.44,1,1,1,1,1,1,1,1,1,0.46,1,1,0.3,0.2,0.3,0.39,1,1,1,0,1,0.35,1,0.22,1,0.22,0.25,0.38,0.22,0.19,0.24,0.29,0.26,0.19,0.24,0.25,0.27,1,1,0.14,0.26,0.14,0.15,0.19,0.14,0.2,1,0.35,0.25,0.24,0.27,0.26,0.17,0.33
