id,label,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31,col32,col33,col34,col35,col36,col37,col38,col39,col40,col41,col42,col43,col44,col45,col46,col47,col48,col49,col50,col51,col52,col53,col54,col55,col56,col57,col58,col59,col60,col61,col62,col63,col64,col65,col66,col67,col68,col69,col70,col71,col72,col73,col74,col75,col76,col77,col78,col79,col80,col81,col82,col83,col84,col85,col86,col87,col88,col89,col90,col91,col92,col93,col94,col95,col96,col97,col98,col99,col100,col101,col102,col103,col104,col105,col106,col107,col108,col109,col110,col111,col112,col113,col114,col115,col116,col117,col118,col119,col120,col121,col122,col123,col124,col125,col126,col127,col128,col129,col130,col131,col132,col133,col134,col135,col136,col137,col138,col139,col140,col141,col142,col143,col144,col145
F11,0,0.22,0.1,0.07,0.07,0.08,0.17,0.06,0.22,0.11,0.11,0,0.11,0.16,0.14,0.11,0.22,0.29,0.2,0.18,0.06,0.26,0.12,0.13,0.11,0.29,0.14,0.22,0.07,0.16,0.06,0.27,0.12,0.12,0.16,0.13,0.09,0.09,0.03,0.1,0.14,0.21,0.08,0.23,0.04,0.17,0.2,0.31,0.16,0.07,0.18,0.23,0.11,0.07,0.15,0.11,0.09,0.08,0.22,0.07,0.05,0.19,0.03,0.2,0.19,0.15,0.08,0.33,0.07,0.15,0.06,0.12,0.06,0.05,0.05,0.11,0.08,0.06,0.1,0.18,0.14,0.08,0.03,0.08,0.17,0.05,0.07,0.12,0.09,0.18,0.23,0.21,0.29,0.1,0.19,0.15,0.11,0.13,0.11,0.34,0.16,0.28,0.17,0.28,0.07,0.1,0.11,0.36,0.12,0.08,0.07,0.15,0.18,0.29,0.18,0.14,0.08,0.03,0.04,0.13,0.1,0.23,0.09,0.1,0.06,0.1,0.14,0.21,0.38,0.14,0.04,0.26,0.21,0.08,0.33,0.07,0.1,0.12,0.25,0.21,0.1,0.14,0.12,0.12,0.25,0.23
F12,0,0.07,0.11,0.13,0.03,0.06,0.2,0.04,0.31,0.19,0.09,0.13,0,0.1,0.13,0.07,0.1,0.07,0.15,0.11,0.12,0.17,0.14,0.08,0.07,0.18,0.1,0.11,0.13,0.14,0.08,0.29,0.41,0.41,0.25,0.09,0.11,0.15,0.09,0.16,0.22,0.05,0.25,0.32,0.06,0.13,0.24,0.03,0.37,0.14,0.32,0.4,0.07,0.19,0.18,0.35,0.1,0.07,0.2,0.24,0.04,0.47,0.06,0.43,0.3,0.08,0.15,0.47,0.18,0.25,0.08,0.11,0.11,0.08,0.12,0.34,0.16,0.09,0.07,0.16,0.21,0.04,0.06,0.17,0.08,0.05,0.08,0.25,0.26,0.35,0.17,0.42,0.15,0.11,0.16,0.23,0.05,0.03,0.53,0.31,0.11,0.18,0.2,0.16,0.16,0.15,0.39,0.91,0.18,0.2,0.13,0.18,0.16,0.3,0.22,0.22,0.07,0.06,0.07,0.13,0.29,0.44,0.17,0.29,0.2,0.2,0.33,1,0.14,0.48,0.06,0.25,0.16,0.2,0.25,0.14,0.21,0.26,0.25,0.33,0.09,0.19,0.3,0.16,0.56,0.19
F13,0,0.24,0.05,0.1,0.05,0.1,0.11,0.05,0.16,0.15,0.14,0.2,0.1,0,0.15,0.08,0.44,0.16,0.15,0.09,0.08,0.17,0.08,0.15,0.06,0.35,0.07,0.11,0.07,0.41,0.07,0.28,0.28,0.28,0.13,0.14,0.06,0.19,0.11,0.24,0.25,0.09,0.12,0.3,0.08,0.28,0.2,0.07,0.26,0.21,0.18,0.15,0.05,0.09,0.1,0.18,0.07,0.11,0.26,0.1,0.1,0.2,0.23,0.41,0.13,0.4,0.15,0.22,0.14,0.28,0.14,0.13,0.1,0.19,0.1,0.21,0.07,0.05,0.1,0.08,0.18,0.06,0.04,0.09,0.35,0.04,0.26,0.19,0.5,0.14,0.45,0.16,0.18,0.12,0.16,0.27,0.07,0.12,0.19,0.16,0.26,0.2,0.25,0.19,0.05,0.2,0.24,0.27,0.17,0.04,0.07,0.12,0.17,0.22,0.24,0.25,0.07,0.04,0.04,0.15,0.08,0.23,0.13,0.14,0.19,0.26,0.09,0.14,0.17,0.22,0.04,0.22,0.12,0.14,0.2,0.11,0.16,0.21,0.08,0.22,0.06,0.12,0.09,0.11,0.46,0.17
F14,0,0.12,0.07,0.08,0.07,0.1,0.19,0.06,0.26,0.13,0.09,0.14,0.11,0.11,0,0.16,0.26,0.09,0.18,0.5,0.1,0.17,0.1,0.09,0.05,0.32,0.12,0.26,0.15,0.18,0.06,0.35,0.22,0.22,0.17,0.13,0.3,0.17,0.1,0.11,0.2,0.08,0.1,0.11,0.04,0.11,0.24,0.03,0.48,0.14,0.39,0.23,0.06,0.1,0.18,0.12,0.1,0.1,0.13,0.19,0.14,0.25,0.08,0.15,0.17,0.1,0.14,0.5,0.08,0.21,0.06,0.11,0.09,0.08,0.08,0.16,0.16,0.05,0.14,0.2,0.18,0.05,0.03,0.15,0.17,0.04,0.13,0.08,0.13,0.11,0.26,0.31,0.19,0.11,1,0.2,0.1,0.1,0.18,0.3,0.13,0.65,0.15,0.11,0.08,0.13,0.21,0.88,0.11,0.21,0.15,0.36,0.23,0.18,0.18,0.2,0.08,0.04,0.04,0.13,0.15,0.38,0.22,0.19,0.1,0.23,0.15,0.2,0.2,0.2,0.05,0.31,0.17,0.2,0.2,0.12,0.13,0.16,0.2,0.31,0.11,0.12,0.12,0.2,0.25,0.24
F15,0,0.23,0.04,0.12,0.07,0.15,0.11,0.03,0.37,0.2,0.24,0.15,0.08,0.09,0.23,0,0.18,0.07,0.25,0.08,0.18,0.17,0.12,0.13,0.06,0.14,0.12,0.09,0.39,0.46,0.18,0.19,0.3,0.31,0.27,0.22,0.08,0.1,0.06,0.08,0.4,0.05,0.14,0.88,0.07,0.1,0.22,0.05,0.24,0.18,0.27,0.18,0.09,0.08,0.14,0.12,0.06,0.09,0.17,0.1,0.2,0.42,0.27,0.17,0.15,0.11,0.18,0.21,0.1,0.29,0.2,0.08,0.07,0.09,0.08,0.21,0.05,0.1,0.06,0.15,0.14,0.12,0.04,0.1,0.2,0.06,0.16,0.19,0.2,0.16,0.26,0.22,0.18,0.11,0.23,0.16,0.1,0.05,0.28,0.31,0.23,0.26,0.11,0.44,0.08,0.12,0.3,0.5,0.3,0.05,0.39,0.27,0.36,0.22,0.25,0.4,0.06,0.05,0.05,0.31,0.21,0.36,0.18,0.19,0.16,0.22,0.18,0.38,0.14,0.18,0.03,0.48,0.14,0.49,0.1,0.14,0.16,0.22,0.19,0.35,0.11,0.2,0.17,0.28,0.68,0.37
F16,0,0.24,0.07,0.52,0.14,1,0.58,0.07,0.58,0.94,0.47,0.45,0.17,0.72,0.55,0.26,0,0.1,0.14,0.38,0.34,0.53,0.2,0.41,0.08,0.15,0.11,0.13,0.1,0.37,0.28,0.11,0.75,0.75,0.41,0,0.1,0.14,0.03,0.3,0.51,0.04,0.62,0.3,0.32,0.55,0.72,0.06,0.65,0.55,0.52,0.21,0.15,0.18,0.3,0.71,0.11,0.47,1,0.35,0.21,0.53,0.03,0.2,0.36,0.11,0.4,0.93,0.17,1,0.11,0.44,0.16,1,1,1,0.35,0.12,0.38,1,1,0.09,0.05,0.42,0.34,0.1,0.18,0.27,0.14,0.05,0.44,0.57,0.14,0.16,0.13,0.43,0.2,0.1,0.46,0.36,0.3,0.27,0.21,0.17,0,0.19,0.24,0.37,0.25,0.13,0.1,0.41,0.28,0.22,0.35,0.5,0.04,0.09,0.11,0.27,0.38,0.32,0.19,0.58,0.37,0.43,0.26,0.55,0.1,0.08,0.12,0.51,0.2,0.26,0.23,0.12,0.19,0.13,0.11,0.24,0.41,0.42,0.36,0.25,0.37,0.35
F17,0,0.2,0.19,0.14,0.17,0.2,0.25,0.03,0.34,0.32,0.17,0.6,0.13,0.27,0.2,0.1,0.1,0,0.17,0.17,0.07,0.15,0.16,0.18,0.03,0.06,0.08,0.14,0.08,0.36,0.21,0.25,0.3,0.29,0.31,0.15,0.16,0.06,0.08,0.1,0.14,0.02,0.09,0.27,0.15,0.19,0.56,0.05,0.25,0.25,0.15,0.13,0.09,0.04,0.11,0.09,0.06,0.06,0.14,0.08,0.07,0.23,0.4,0.08,0.34,0.23,0.09,0.52,0.25,0.27,0.18,0.11,1,0.12,0.08,0.35,0.15,0.1,0.06,0.18,0.21,0.05,0.03,0.18,0.11,0.04,0.15,0.13,0.32,0.24,0.4,0.29,0.12,0.24,0.26,0.19,0.08,1,0.21,0.15,0.08,0.23,0.31,0.16,0.04,0.21,0.19,0.13,0.1,0.04,0.08,0.18,0.13,0.16,0.11,0.14,0.03,0.02,0.03,0.17,0.13,0.18,0.08,0.15,0.15,0.24,0.09,0.13,0.07,0.09,0.05,0.13,0.11,0.13,0.07,0.11,0.04,0.11,0.13,0.18,0.07,0.13,0.11,0.14,0.46,0.18
F18,0,0.14,0.05,0.13,0.07,0.2,0.22,0.02,0.15,0.32,0.16,0.24,0.15,0.14,0.21,0.21,0.08,0.1,0,0.18,0.09,0.07,0.13,0.08,0.03,0.12,0.06,0.09,0.04,0.12,0.08,0.25,0.23,0.23,0.18,0.1,0.1,0.08,0.04,0.14,0.06,0.07,0.15,0.14,0.11,0.14,0.39,0.07,0.44,0.14,0.12,0.17,0.1,0.04,0.07,0.16,0.05,0.08,0.09,0.12,0.24,0.13,0.08,0.14,0.12,0.1,0.16,0.48,0.13,0.27,0.13,0.15,0.08,0.09,0.13,0.23,0.2,0.11,0.1,0.1,0.13,0.09,0.01,0.15,0.19,0.06,0.12,0.12,0.19,0.64,0.21,0.32,0.08,0.11,0.33,0.4,0.16,0.14,0.24,0.39,0.08,0.15,0.15,0.05,0.16,0.12,0.2,0.2,0.12,0.02,0.04,0.1,0.13,0.17,0.11,0.06,0.04,0.02,0.04,0.13,0.11,0.26,0.13,0.15,0.17,0.18,0.12,0.22,0.09,0.1,0.04,0.12,0.19,0.12,0.11,0.05,0.08,0.09,0.14,0.22,0.1,0.21,0.12,0.16,0.2,0.2
F19,0,0.71,0.06,0.34,0.16,0.2,0.18,0.13,0.31,0.56,0.44,0.31,0.17,0.13,0.89,0.1,0.32,0.15,0.26,0,0.2,0.34,0.21,0.26,0.55,0.19,0.06,0.17,0.18,0.99,0.17,0.22,0.67,0.7,0.4,0.14,0.08,0.18,0.03,0.2,0.3,1,0.29,0.53,0.15,0.86,0.85,0.19,0.53,0.25,0.34,0.13,0.22,0.06,0.25,0.35,0.14,0.06,0.98,0.17,0.08,0.39,0.25,0.17,0.36,0.36,0.14,0.72,0.38,0.56,0.22,0.14,0.23,0.23,0.2,0.57,0.14,0.09,0.09,0.18,0.44,0.07,0.09,0.14,0.27,0.1,1,1,0.7,0.12,0.38,0.35,0.38,0.14,0.05,0.41,0.08,0.03,0.44,0.33,0.08,0.28,0.28,0.16,0.1,0.59,0.33,0.32,0.27,0.16,0.18,0.15,0.39,0.56,0.34,0.3,0.07,0.04,0.05,0.26,0.29,0.46,0.26,0.38,0.3,0.2,0.12,0.13,0.21,0.24,0.24,0.36,0.31,0.24,0.11,0.12,0.24,0.27,0.6,0.94,0.13,0.39,0.51,0.31,0.43,0.32
F20,0,0.48,0.1,0.05,0.05,0.09,0.17,0.02,0.16,0.11,0.13,0.1,0.19,0.12,0.19,0.23,0.3,0.06,0.15,0.21,0,0.11,0.07,0.16,0.05,0.33,0.16,0.13,0.09,0.22,0.05,0.3,0.13,0.13,0.2,0.12,0.18,0.35,0.39,0.29,0.06,0.09,0.06,0.2,0.06,0.23,0.42,0.14,0.2,0.07,0.11,0.13,0.07,0.04,0.19,0.22,0.05,0.09,0.16,0.06,0.05,0.11,0.17,0.17,0.19,0.16,0.12,0.3,0.09,0.23,0.13,0.16,0.2,0.07,0.11,0.2,0.27,0.07,0.07,0.07,0.12,0.05,0.02,0.09,0.17,0.03,0.22,0.13,0.27,0.36,0.5,0.21,0.12,0.08,0.32,0.12,0.15,0.21,0.12,0.12,0.1,0.16,0.19,0.2,0.05,0.06,0.12,0.19,0.08,0.03,0.09,0.11,0.11,0.18,0.12,0.06,0.02,0.02,0.04,0.13,0.08,0.15,0.08,0.07,0.06,0.11,0.04,0.11,0.11,0.08,0.03,0.17,0.09,0.06,0.14,0.08,0.05,0.06,0.19,0.16,0.05,0.06,0.09,0.05,0.15,0.14
F21,0,0.27,0.06,0.1,0.07,0.14,0.28,0.01,0.15,0.24,0.29,0.29,0.16,0.15,0.2,0.13,0.28,0.08,0.06,0.22,0.07,0,0.11,0.12,0.04,0.14,0.08,0.08,0.08,0.15,0.11,0.34,0.18,0.18,0.1,0.09,0.06,0.15,0.05,0.18,0.06,0.06,0.16,0.32,0.12,0.21,0.89,0.04,0.25,0.14,0.17,0.24,0.11,0.06,0.1,0.08,0.1,0.15,0.14,0.1,0.13,0.2,0.11,0.24,0.22,0.13,0.06,0.24,0.12,0.19,0.27,0.13,0.24,0.09,0.11,0.16,0.15,0.12,0.06,0.08,0.12,0.06,0.02,0.12,0.19,0.05,0.19,0.07,0.44,0.25,0.51,0.25,0.08,0.09,0.16,0.2,0.07,0.09,0.17,0.26,0.12,0.2,0.12,0.23,0.08,0.16,0.6,0.29,0.08,0.04,0.08,0.12,0.1,0.22,0.11,0.06,0.02,0.02,0.04,0.17,0.1,0.41,0.16,0.18,0.11,0.21,0.1,0.17,0.18,0.1,0.06,0.17,0.24,0.13,0.41,0.12,0.07,0.17,0.1,0.31,0.06,0.16,0.11,0.08,0.33,0.17
F22,0,0.32,0.13,0.12,0.07,0.1,0.17,0.03,0.2,0.11,0.15,0.16,0.16,0.09,0.13,0.12,0.13,0.11,0.15,0.16,0.05,0.13,0,0.09,0.03,0.22,0.26,0.2,0.09,0.2,0.06,0.38,0.34,0.34,0.16,0.07,0.18,0.45,0.29,0.13,0.07,0.08,0.14,0.22,0.07,0.36,0.49,0.08,0.27,0.08,0.22,0.08,0.09,0.08,0.23,0.22,0.08,0.09,0.38,0.06,0.12,0.16,0.08,0.12,0.13,0.51,0.08,0.5,0.16,0.28,0.11,0.2,0.3,0.1,0.12,0.4,0.04,0.06,0.09,0.13,0.18,0.07,0.02,0.09,0.15,0.04,0.3,0.18,0.16,0.24,0.18,0.12,0.17,0.12,0.1,0.15,0.05,0.11,0.29,0.22,0.18,0.26,0.44,0.24,0.08,0.08,0.21,0.16,0.06,0.02,0.08,0.15,0.09,0.18,0.09,0.07,0.01,0.02,0.03,0.15,0.06,0.23,0.1,0.14,0.17,0.25,0.1,0.17,0.1,0.07,0.04,0.18,0.11,0.1,0.1,0.11,0.07,0.09,0.13,0.16,0.09,0.1,0.11,0.13,0.16,0.11
