id	label	col1	col2	col3	col4	col5	col6	col7	col8	col9	col10	col11	col12	col13	col14	col15	col16	col17	col18	col19	col20	col21	col22	col23	col24	col25	col26	col27	col28	col29	col30	col31	col32	col33	col34	col35	col36	col37	col38	col39	col40	col41	col42	col43	col44	col45	col46	col47	col48	col49	col50	col51	col52	col53	col54	col55	col56	col57	col58	col59	col60	col61	col62	col63
F53	0	0.26	0.04	0.06	0.06	0.12	0.24	0.31	0.15	0.14	0.06	0.11	0.11	0.07	0.12	0.03	0.13	0.04	0.15	0.08	0.09	0.09	0.36	0.35	0.03	0.21	0.03	0.04	0.09	0.07	0.2	0.09	0.15	0.15	0.2	0.73	0.07	0.04	0.07	0.09	0.3	0.06	0.15	0.2	0.55	0.14	0.11	0.16	0.3	0.04	0.11	0.14	0.16	0	0.02	0.03	0.06	0.08	0.23	0.13	0.07	0.07	0.07	0.06
F54	0	0.5	0.06	0.09	0.14	0.14	1	0.07	0.1	0.07	0.1	0.1	0.19	0.13	0.12	0.06	0.05	0.06	0.12	0.14	0.15	0.21	0.6	0.33	1	0.3	0.04	0.04	0.08	0.16	0.09	0.27	0.46	0.1	0.28	0.21	0.09	0.11	0.06	0.14	0.35	0.07	0.21	0.1	0.22	0.52	0.24	0.29	0.12	0.17	0.1	0.39	0.25	0.11	0	0.05	0.17	0.03	0.09	0.17	0.09	0.04	0.06	0.07
F55	0	0.3	0.04	0.08	0.07	0.11	0.08	0.16	0.14	0.1	0.12	0.14	0.12	0.07	0.11	0.06	0.12	0.11	0.02	0.14	0.06	0.11	0.27	0.14	0.16	0.2	0.05	0.05	0.12	0.09	0.37	0.13	0.13	0.12	0.16	0.38	0.06	0.08	0.06	0.14	0.31	0.07	0.12	0.06	0.11	0.2	0.26	0.21	0.09	0.05	0.05	0.72	0.13	0.07	0.03	0	0.11	0.05	0.12	0.11	0.07	0.07	0.06	0.11
F56	0	0.46	0.04	0.06	0.08	0.13	0.39	0.14	0.15	0.12	0.14	0.19	0.14	0.13	0.09	0.05	0.08	0.38	0.11	0.09	0.12	0.16	0.51	0.58	0.06	0.3	0.06	0.03	0.17	0.09	0.09	0.08	0.15	0.09	0.08	0.84	0.09	0.13	0.16	0.05	0.2	0.04	0.15	0.35	0.45	0.33	0.19	0.55	0.21	0.09	0.13	0.11	0.21	0.09	0.06	0.07	0	0.16	0.27	0.21	0.09	0.14	0.08	0.12
T1	1	0.62	0.13	0.11	0.11	0.83	1	0.09	0.1	0.05	0.26	0.13	0.21	0.11	0.16	0.04	0.18	0.08	0.14	0.1	0.08	0.36	0.3	0.12	0.07	0.27	0.03	0.08	0.11	0.11	0.06	0.09	0.1	0.15	0.16	0.19	0.06	0.18	0.12	0.17	1	0.08	0.29	0.1	0.22	0.29	0.12	0.16	0.14	0.03	0.11	0.47	0.33	0.15	0.01	0.04	0.17	0	0.08	0.12	0.04	0.04	0.05	0.09
T2	1	0.38	0.1	0.16	0.13	0.2	0.39	0.08	0.08	0.1	0.25	0.3	0.48	0.16	0.12	0.04	0.15	0.12	0.11	0.21	0.12	0.29	0.9	0.35	0.12	0.34	0.06	0.11	0.1	0.15	1	0.3	0.19	0.22	0.09	0.6	0.06	0.17	0.16	0.21	0.49	0.06	0.34	0.08	0.22	0.52	0.09	0.21	0.09	0.04	0.1	0	0.22	0.22	0.02	0.05	0.16	0.04	0	0.15	0.05	0.06	0.05	0.14
T3	1	0.37	0.07	0.09	0.11	0.25	0.24	0.22	0.24	0.13	0.19	0.23	0.18	0.12	0.1	0.03	0.09	0.08	0.43	0.14	0.08	0.14	0.4	0.22	0.14	0.27	0.04	0.06	0.08	0.11	0.16	0.26	0.33	0.14	0.16	0.27	0.14	0.07	0.06	0.15	0.93	0.12	0.2	0.18	0.41	0.43	0.23	0.24	0.18	0.05	0.08	0.17	0.32	0.11	0.03	0.04	0.11	0.05	0.13	0	0.04	0.06	0.04	0.06
T4	1	0.32	0.09	0.13	0.14	1	0.86	0.08	0.22	0.14	0.16	0.22	0.17	0.09	0.17	0.03	0.14	0.1	0.16	0.22	0.04	0.06	0.32	0.29	0.16	0.15	0.05	0.06	0.09	0.11	0.05	0.18	0.04	0.07	0.15	0.24	0.07	0.13	0.07	0.1	0.76	0.07	0.24	0.08	0.18	0.31	1	0.17	0.41	0.06	0.08	0.05	0.35	0.14	0.04	0.06	0.12	0.05	0.11	0.09	0	0.06	0.06	0.06
T5	1	0.88	0.06	0.16	0.35	0.38	0.22	0.3	0.17	0.19	0.19	0.58	0.26	0.15	0.12	0.05	0.1	0.1	0.1	0.12	0.14	0.22	0.43	0.08	0.06	0.32	0.04	0.08	0.1	0.15	0.67	0.14	0.79	0.32	0.3	0.68	0.13	0.06	0.13	0.14	0.3	0.08	0.22	0.07	0.52	1	0.14	0.1	0.83	0.06	0.06	0.06	0.25	0.15	0.02	0.06	0.18	0.04	0.12	0.14	0.05	0	0.06	0.06
T6	1	0.32	0.19	0.11	0.15	1	0.88	0.06	0.2	0.11	0.13	0.11	0.07	0.12	0.18	0.04	0.16	0.09	0.33	0.19	0.12	0.22	0.72	0.48	0.13	0.26	0.02	0.09	0.08	0.11	0.1	0.13	0.26	0.14	0.16	0.38	0.12	0.19	0.15	0.13	0.32	0.08	0.21	0.1	0.16	0.17	0.43	0.23	0.07	0.05	0.06	0.06	0.14	0.12	0.02	0.04	0.09	0.04	0.1	0.08	0.05	0.05	0	0.07
T7	1	0.37	0.1	0.12	0.24	1	0.21	0.23	0.19	0.1	0.17	0.14	0.14	0.11	0.19	0.04	0.38	0.08	0.09	0.21	0.06	0.21	0.43	1	0.27	0.2	0.07	0.04	0.14	0.17	0.16	0.23	0.62	0.09	0.15	0.6	0.15	0.07	0.12	0.13	0.24	0.04	0.15	0.08	0.44	0.31	0.24	0.44	0.15	0.09	0.25	0.12	0.56	0.14	0.04	0.1	0.16	0.11	0.31	0.15	0.06	0.07	0.09	0
